job_title,experience_level,employment_type,work_models,work_year,employee_residence,salary,salary_currency,salary_in_usd,company_location,company_size,salary_in_gbp
Machine Learning Engineer,Senior-level,Full-time,Remote,2024,United States,216700,USD,216700,United States,Medium,177694.0
Machine Learning Engineer,Mid-level,Full-time,On-site,2024,United States,166000,USD,166000,United States,Medium,136120.0
Machine Learning Engineer,Mid-level,Full-time,On-site,2024,United States,73100,USD,73100,United States,Medium,59942.0
Data Modeler,Senior-level,Full-time,Remote,2024,United States,130000,USD,130000,United States,Medium,106600.0
Data Modeler,Senior-level,Full-time,Remote,2024,United States,110000,USD,110000,United States,Medium,90200.0
Data Engineer,Mid-level,Full-time,On-site,2024,United States,115000,USD,115000,United States,Medium,94300.0
Data Engineer,Mid-level,Full-time,On-site,2024,United States,80000,USD,80000,United States,Medium,65600.0
Machine Learning Engineer,Senior-level,Full-time,Remote,2024,United States,195000,USD,195000,United States,Medium,159900.0
Machine Learning Engineer,Senior-level,Full-time,Remote,2024,United States,170000,USD,170000,United States,Medium,139400.0
Research Scientist,Senior-level,Full-time,On-site,2024,United States,295000,USD,295000,United States,Medium,241900.0
Data Engineer,Senior-level,Full-time,Remote,2024,United States,152375,USD,152375,United States,Medium,124947.49999999999
Data Engineer,Senior-level,Full-time,Remote,2024,United States,94000,USD,94000,United States,Medium,77080.0
Data Developer,Senior-level,Full-time,Remote,2024,United States,180000,USD,180000,United States,Medium,147600.0
Data Developer,Senior-level,Full-time,Remote,2024,United States,130000,USD,130000,United States,Medium,106600.0
Analytics Engineer,Senior-level,Full-time,Remote,2024,United States,195000,USD,195000,United States,Medium,159900.0
Analytics Engineer,Senior-level,Full-time,Remote,2024,United States,165000,USD,165000,United States,Medium,135300.0
Data Scientist,Mid-level,Full-time,On-site,2024,United States,218000,USD,218000,United States,Medium,178760.0
Data Scientist,Mid-level,Full-time,On-site,2024,United States,152600,USD,152600,United States,Medium,125131.99999999999
Machine Learning Scientist,Mid-level,Full-time,On-site,2024,United States,750000,USD,750000,United States,Medium,615000.0
Machine Learning Scientist,Mid-level,Full-time,On-site,2024,United States,150000,USD,150000,United States,Medium,122999.99999999999
Data Scientist,Senior-level,Full-time,On-site,2024,United States,136197,USD,136197,United States,Medium,111681.54
Data Scientist,Senior-level,Full-time,On-site,2024,United States,100000,USD,100000,United States,Medium,82000.0
Research Engineer,Senior-level,Full-time,On-site,2024,United States,295000,USD,295000,United States,Medium,241900.0
Data Engineer,Executive-level,Full-time,On-site,2024,United States,179000,USD,179000,United States,Medium,146780.0
Data Engineer,Executive-level,Full-time,On-site,2024,United States,112000,USD,112000,United States,Medium,91840.0
Data Scientist,Mid-level,Full-time,On-site,2024,United States,175100,USD,175100,United States,Medium,143582.0
Data Scientist,Mid-level,Full-time,On-site,2024,United States,82915,USD,82915,United States,Medium,67990.3
Data Science Consultant,Senior-level,Full-time,On-site,2024,United States,112000,USD,112000,United States,Medium,91840.0
Data Science Consultant,Senior-level,Full-time,On-site,2024,United States,109000,USD,109000,United States,Medium,89380.0
Analytics Engineer,Mid-level,Full-time,On-site,2024,United States,116550,USD,116550,United States,Medium,95571.0
Analytics Engineer,Mid-level,Full-time,On-site,2024,United States,79200,USD,79200,United States,Medium,64943.99999999999
Data Scientist,Mid-level,Full-time,Remote,2024,United States,168000,USD,168000,United States,Medium,137760.0
Data Scientist,Mid-level,Full-time,Remote,2024,United States,120000,USD,120000,United States,Medium,98400.0
Machine Learning Engineer,Senior-level,Full-time,On-site,2024,United States,210000,USD,210000,United States,Medium,172200.0
Machine Learning Engineer,Senior-level,Full-time,On-site,2024,United States,160000,USD,160000,United States,Medium,131200.0
Data Engineer,Senior-level,Full-time,On-site,2024,United States,116000,USD,116000,United States,Medium,95120.0
Data Engineer,Senior-level,Full-time,On-site,2024,United States,90000,USD,90000,United States,Medium,73800.0
Research Scientist,Senior-level,Full-time,On-site,2024,United States,247600,USD,247600,United States,Large,203032.0
Research Scientist,Senior-level,Full-time,On-site,2024,United States,127300,USD,127300,United States,Large,104386.0
Data Scientist,Senior-level,Full-time,Remote,2024,United States,190600,USD,190600,United States,Medium,156292.0
Data Scientist,Senior-level,Full-time,Remote,2024,United States,94400,USD,94400,United States,Medium,77408.0
Machine Learning Engineer,Senior-level,Full-time,On-site,2024,United States,258100,USD,258100,United States,Medium,211642.0
Machine Learning Engineer,Senior-level,Full-time,On-site,2024,United States,151900,USD,151900,United States,Medium,124557.99999999999
Research Engineer,Mid-level,Full-time,On-site,2024,United States,720000,USD,720000,United States,Medium,590400.0
Research Engineer,Mid-level,Full-time,On-site,2024,United States,100000,USD,100000,United States,Medium,82000.0
Data Analyst,Senior-level,Full-time,On-site,2024,United States,171000,USD,171000,United States,Medium,140220.0
Data Analyst,Senior-level,Full-time,On-site,2024,United States,93000,USD,93000,United States,Medium,76260.0
Data Science Consultant,Senior-level,Full-time,On-site,2024,United States,104000,USD,104000,United States,Medium,85280.0
Data Science Consultant,Senior-level,Full-time,On-site,2024,United States,80000,USD,80000,United States,Medium,65600.0
Data Analyst,Mid-level,Full-time,On-site,2024,United States,158000,USD,158000,United States,Medium,129559.99999999999
Data Analyst,Mid-level,Full-time,On-site,2024,United States,106000,USD,106000,United States,Medium,86920.0
Research Scientist,Mid-level,Full-time,On-site,2024,United States,720000,USD,720000,United States,Medium,590400.0
Research Scientist,Mid-level,Full-time,On-site,2024,United States,100000,USD,100000,United States,Medium,82000.0
Data Analyst,Senior-level,Full-time,On-site,2024,United States,140130,USD,140130,United States,Medium,114906.59999999999
Data Analyst,Senior-level,Full-time,On-site,2024,United States,84870,USD,84870,United States,Medium,69593.4
Data Scientist,Senior-level,Full-time,Remote,2024,United States,220000,USD,220000,United States,Medium,180400.0
Data Scientist,Senior-level,Full-time,Remote,2024,United States,170000,USD,170000,United States,Medium,139400.0
Business Intelligence Developer,Mid-level,Full-time,On-site,2024,United States,117750,USD,117750,United States,Medium,96555.0
Business Intelligence Developer,Mid-level,Full-time,On-site,2024,United States,70650,USD,70650,United States,Medium,57933.0
Data Engineer,Senior-level,Full-time,On-site,2024,United States,233200,USD,233200,United States,Medium,191224.0
Data Engineer,Senior-level,Full-time,On-site,2024,United States,144200,USD,144200,United States,Medium,118244.0
Machine Learning Engineer,Senior-level,Full-time,On-site,2024,United States,247500,USD,247500,United States,Medium,202950.0
Machine Learning Engineer,Senior-level,Full-time,On-site,2024,United States,172200,USD,172200,United States,Medium,141204.0
Data Engineer,Mid-level,Full-time,On-site,2024,United States,138000,USD,138000,United States,Medium,113160.0
Data Engineer,Mid-level,Full-time,On-site,2024,United States,86000,USD,86000,United States,Medium,70520.0
Business Intelligence Developer,Mid-level,Full-time,On-site,2024,United States,92000,USD,92000,United States,Medium,75440.0
Business Intelligence Developer,Mid-level,Full-time,On-site,2024,United States,80000,USD,80000,United States,Medium,65600.0
BI Developer,Senior-level,Full-time,Remote,2024,United States,90000,USD,90000,United States,Medium,73800.0
BI Developer,Senior-level,Full-time,Remote,2024,United States,70000,USD,70000,United States,Medium,57400.0
Business Intelligence Analyst,Senior-level,Full-time,On-site,2024,United States,127000,USD,127000,United States,Medium,104140.0
Business Intelligence Analyst,Senior-level,Full-time,On-site,2024,United States,72600,USD,72600,United States,Medium,59532.0
Data Developer,Entry-level,Full-time,Remote,2024,United States,70000,USD,70000,United States,Medium,57400.0
Data Developer,Entry-level,Full-time,Remote,2024,United States,50000,USD,50000,United States,Medium,41000.0
Data Analyst,Entry-level,Full-time,On-site,2024,United States,71000,USD,71000,United States,Medium,58220.0
AI Architect,Senior-level,Full-time,On-site,2024,United States,198650,USD,198650,United States,Medium,162893.0
AI Architect,Senior-level,Full-time,On-site,2024,United States,137000,USD,137000,United States,Medium,112340.0
Data Architect,Senior-level,Full-time,On-site,2024,United States,160000,USD,160000,United States,Medium,131200.0
Data Architect,Senior-level,Full-time,On-site,2024,United States,100000,USD,100000,United States,Medium,82000.0
Data Analyst,Entry-level,Full-time,Remote,2024,United States,92700,USD,92700,United States,Medium,76014.0
Data Analyst,Entry-level,Full-time,Remote,2024,United States,64900,USD,64900,United States,Medium,53218.0
Data Scientist,Mid-level,Full-time,On-site,2024,United States,73000,USD,73000,United States,Medium,59860.0
Data Analyst,Mid-level,Full-time,Remote,2024,United States,81713,USD,81713,United States,Medium,67004.65999999999
Data Analyst,Mid-level,Full-time,Remote,2024,United States,48067,USD,48067,United States,Medium,39414.939999999995
Machine Learning Engineer,Mid-level,Full-time,On-site,2024,United States,179000,USD,179000,United States,Medium,146780.0
Machine Learning Engineer,Mid-level,Full-time,On-site,2024,United States,112000,USD,112000,United States,Medium,91840.0
Data Science,Senior-level,Full-time,On-site,2024,United States,111800,USD,111800,United States,Medium,91676.0
Data Science,Senior-level,Full-time,On-site,2024,United States,68195,USD,68195,United States,Medium,55919.899999999994
Business Intelligence Analyst,Senior-level,Full-time,On-site,2024,United States,132000,USD,132000,United States,Medium,108240.0
Business Intelligence Analyst,Senior-level,Full-time,On-site,2024,United States,82500,USD,82500,United States,Medium,67650.0
Research Engineer,Mid-level,Full-time,On-site,2024,United States,140000,USD,140000,United States,Medium,114800.0
Data Analyst,Mid-level,Full-time,Remote,2024,United States,85000,USD,85000,United States,Medium,69700.0
Data Analyst,Mid-level,Full-time,Remote,2024,United States,61800,USD,61800,United States,Medium,50676.0
Data Analyst,Mid-level,Full-time,On-site,2024,United States,129118,USD,129118,United States,Medium,105876.76
Data Analyst,Mid-level,Full-time,On-site,2024,United States,86078,USD,86078,United States,Medium,70583.95999999999
Data Scientist,Mid-level,Full-time,On-site,2024,United States,97000,USD,97000,United States,Medium,79540.0
Data Scientist,Mid-level,Full-time,On-site,2024,United States,62000,USD,62000,United States,Medium,50840.0
Data Science Manager,Mid-level,Full-time,Remote,2024,United States,237000,USD,237000,United States,Medium,194340.0
Data Science Manager,Mid-level,Full-time,Remote,2024,United States,201450,USD,201450,United States,Medium,165189.0
Research Engineer,Senior-level,Full-time,On-site,2024,United States,97000,USD,97000,United States,Medium,79540.0
Research Engineer,Senior-level,Full-time,On-site,2024,United States,62000,USD,62000,United States,Medium,50840.0
Machine Learning Engineer,Senior-level,Full-time,On-site,2024,United States,253000,USD,253000,United States,Medium,207460.0
Machine Learning Engineer,Senior-level,Full-time,On-site,2024,United States,187000,USD,187000,United States,Medium,153340.0
Machine Learning Engineer,Senior-level,Full-time,On-site,2024,United States,250000,USD,250000,United States,Medium,205000.0
Machine Learning Engineer,Senior-level,Full-time,On-site,2024,United States,150000,USD,150000,United States,Medium,122999.99999999999
Data Engineer,Mid-level,Full-time,On-site,2024,United States,184000,USD,184000,United States,Medium,150880.0
Data Engineer,Mid-level,Full-time,On-site,2024,United States,123000,USD,123000,United States,Medium,100860.0
Data Scientist,Senior-level,Full-time,On-site,2024,United States,245000,USD,245000,United States,Medium,200900.0
Data Scientist,Senior-level,Full-time,On-site,2024,United States,180000,USD,180000,United States,Medium,147600.0
Data Engineer,Senior-level,Full-time,On-site,2024,United States,184000,USD,184000,United States,Medium,150880.0
Data Engineer,Senior-level,Full-time,On-site,2024,United States,123000,USD,123000,United States,Medium,100860.0
